26169727,Tropical Chic Balinese Cabin Near Uluwatu Temple#2,2018-06-20,3,2,6056,744,1,UN0385,PA0019,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
26169121,Tropical Chic Balinese Cabin Near Uluwatu Temple,2018-06-20,1,2,6056,744,1,UN0385,PA0019,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
26141420,Luxury Private Villa Close to Pandawa Beach,2018-06-19,1,2,6056,744,1,UN0258,PA0001,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
26088308,Tropical Guesthouse with Boho Interior Design,2018-06-17,1,1,6056,744,1,UN1633,PA0009,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
26086745,Chic Beachfront Hut with Sunrise & Mt Agung View,2018-06-17,1,2,538,744,0,UN0057,PA0006,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
26067887,Wake Up in Modern Elegant Room in The Highland,2018-06-16,1,1,5435,744,0,UN1577,PA0001,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
26066230,"Chic Tropical Beachfront Guesthouse, Sunrise View#2",2018-06-16,1,2,538,744,0,UN0052,PA0006,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
26065934,Unwind in Cozy Tropical Villa With Private Pool,2018-06-16,1,2,6211,744,0,UN0033,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
26045019,"Chic, Boho Tropical Villa Near to Bingin Beach",2018-06-15,1,1,2202,calgrading@yahoo.com,0,UN0036,PA0010,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25985571,"Tropical Vibes Beachfront Guesthouse, Sunrise View",2018-06-13,1,1,538,744,0,UN0050,PA0006,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25956594,Artist's Residence in the Backyard of Art Gallery,2018-06-12,1,2,1234,744,1,UN1604,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25956466,Holiday in Chic Modern Balinese Guesthouse,2018-06-13,1,1,6056,744,1,UN0027,PA0011,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25955999,Discover Canggu from Modern Balinese Guesthouse,2018-06-12,1,1,6056,744,1,UN0026,PA0009,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25952725,Tropical Chic Bohemian Room Overviewing Jungle,2018-06-13,1,1,5435,744,0,UN1574,PA0001,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25952557,Kids Friendly and Big Capacity Vacation Home,2018-06-12,1,2,1234,744,2,UN1599,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25951932,Authentic Balinese Cabin Next to Uluwatu Temple,2018-06-12,1,1,2161,744,0,UN0385,PA0012,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25951615,Breathtaking OceanView in Apartment-style Room,2018-06-12,1,1,4575,744,0,UN1631,PA0008,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25950297,"Modern, Serene, Apartment-style Room w Pool View",2018-06-11,1,1,6056,744,3,UN1629,PA0009,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25895450,Instagrammable BoHo Chic Hippie House,2018-06-10,1,1,1234,744,2,UN1628,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25894515,Neat and Nice Yoga House Next to a Secluded Beach,2018-06-10,1,2,info@sannyasyogaacademy.com (USD),744,0,UN1619,PA0009,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25875811,Unwind in Elegant Luxury Villa with Tropical Vibes,2018-06-09,1,1,6056,744,1,UN0259,PA0010,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25872583,Fascinating Yoga House with a Scenic Rooftop Spot,2018-06-09,1,1,info@sannyasyogaacademy.com (USD),744,0,UN1613,PA0009,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25847119,Tropical Vibes Modern Balinese Guesthouse #4BR,2018-06-08,1,2,6056,744,1,UN1608,PA0001,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25819102,Artistic Holiday Lofts at Breezy Hillside of Jogja,2018-06-07,1,0,1234,744,1,UN1459,PA0007,E0009,2018-07-05 15:22:56,NULL,NULL,NULL
25816347,Family Home With Private Swimming Pool,2018-06-07,1,0,1234,744,2,UN1598,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25814212,Spacious and Cozy House close to Ambarukmo Plaza,2018-06-07,1,2,2730,744,0,UN0037,PA0017,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25793062,Tropical Clifftop Guest House for Holiday,2018-06-06,1,1,6056,744,4,UN0376,PA0006,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25791580,Modern Balinese Bungalow in Canggu Rice Field,2018-06-06,1,1,4711,744,0,UN0790,PA0009,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25788521,Stay at Scenic Cottage with Wide Rice Fields View,2018-06-06,1,2,5788,744,0,UN0797,PA0001,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25787512,Contemporary Inspired Decor in Extravagant Villa,2018-06-06,1,1,6056,744,1,UN0034,PA0008,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25646767,Tropical Beachfront Hut with Sunrise&Mt Agung View,2018-06-03,1,1,538,744,0,UN0056,PA0006,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25644247,Seaside Garden Chamber Close to Dreamland Beach#17,2018-06-03,1,2,1736,744,0,UN0947,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25642322,Lighthouse Lodge on Uluwatu's chalky beaches #T7,2018-06-03,1,1,4211,744,0,UN1017,PA0008,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25595836,Live in Elegant Villa with a View of Pandawa Beach,2018-06-06,1,1,6056,744,1,UN0256,PA0001,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25592115,Family and Group Home 5 Minutes to Airport,2018-06-02,1,2,2730,744,0,UN0038,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25589990,Romantic Stone Cabin at Jogja's Southern Peak,2018-06-02,1,2,,,1,UN0786,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25521794,Lovely Barn in a Peaceful Village of Uluwatu,2018-05-31,1,1,1413,744,0,UN1137,PA0009,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25491577,Tropical Villa w Private Pool Next to Bali Icon,2018-05-30,1,2,6211,744,0,UN0033,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25490239,Lighthouse Lodge on Uluwatu's chalky beaches #T1,2018-05-30,1,1,4211,744,0,UN1011,PA0008,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25489537,Cozy Room in Tropical Guesthouse Near to The Beach,2018-05-30,1,2,1736,744,0,UN0949,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25489170,Music Producer's Retirement House in Keraton,2018-05-30,1,2,1234,744,1,UN0703,PA0017,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25460089,Spacious Authentic Family Home for Big Groups,2018-05-29,1,0,1234,744,1,UN1596,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25408036,Mesmerizing Beach Pool Villa for Couple & Friends,2018-05-27,1,1,6056,744,3,UN1263,PA0011,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25406053,Spacious Joglo House for Big Group and Family,2018-05-27,1,2,1234,744,2,UN1595,PA0016,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25385242,Seaside Beach Cottages with Zen Inspired Design#20,2018-05-26,1,1,1736,744,0,UN0950,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25381571,Tranquil Room with Tropical Vibes near Raya Canggu,2018-05-28,1,1,6056,744,1,UN1597,PA0009,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25380495,Tranquil Room in Javanese Heritage Decor Home,2018-05-26,1,1,2027,744,0,UN1405,PA0016,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25358023,Food Garden Enthusiast's Room with Pool,2018-05-25,1,1,9770,744,0,UN1198,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25353939,Comfy Tranquil Room with Rice Field View #15,2018-05-25,1,1,3305,744,0,UN0717,PA0008,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25353935,Clean and Cozy Room Located Near from the Beach #8,2018-05-25,1,1,3305,744,0,UN0711,PA0009,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25326756,Magnificent Seaview from Your Bedroom Window,2018-05-24,1,1,9219,744,0,UN1547,PA0011,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25325468,Tranquil and Homey House 10 Minutes to Keraton,2018-05-24,1,2,1234,744,2,UN1589,PA0017,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25300483,Romantic Cabin in a Tranquil Riverside Cottages,2018-05-23,1,2,1234,744,2,UN0802,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25273864,"Vintage Wood Cabin, Walking Distance to the Beach",2018-05-22,1,1,6056,744,2,UN1580,PA0011,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25266790,Majestic Modern Colonial Designed Villa in Kraton,2018-05-22,1,1,5011,744,0,UN1424,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25215454,Minister's Pool Villa at Keraton Residence Area#4,2018-05-21,1,0,1234,744,3,UN1442,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25212852,Cozy Room in Modern Javanese Heritage Decor Home,2018-05-20,1,1,2027,744,0,UN1404,PA0016,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25202245,Eco-Lux Wooden Cabin by Uluwatu Beachtown,2018-05-19,1,1,6056,744,3,UN1335,PA0001,E0009,2018-07-05 15:22:56,NULL,NULL,NULL
25193074,Surfer's Cabin in a Walk Distance to Bingin Beach,2018-05-19,1,1,1826,744,0,UN1590,PA0008,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25175114,Minister's Pool Villa at Keraton Residence Area,2018-05-18,1,0,1234,744,3,UN1392,PA0007,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
25143239,Stylish & Cozy Industrial Villa in South Kuta #RM,2018-05-17,1,1,2254,744,0,UN1354,PA0010,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25142219,Tranquil Rustic Shack w Brick Design in Highland,2018-05-17,1,1,1104,744,0,UN1457,PA0017,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25141331,Tranquil & Tidy Room in Modern Javanese Decor Home,2018-05-17,1,1,2027,744,0,UN1408,PA0016,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25140354,Tropical and Tranquil Guesthouse in Nusa Penida,2018-05-17,1,1,6056,744,1,UN1564,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25086299,Cozy Joglo with Pool in Surfer Village,2018-05-16,1,1,3185,744,0,UN1583,PA0009,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25085671,Tranquil Tropical Joglo Cabin in Batu Bolong,2018-05-15,1,1,3185,744,0,UN1584,PA0001,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25061864,Feel the Ocean Breeze from a Huge Private Balcony,2018-05-14,1,1,6056,744,3,UN1540,PA0009,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25057156,Garden Pool Villa 7 mins to Grand Temple Uluwatu,2018-05-21,1,2,6056,744,0,UN1585,PA0009,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25040736,Heritage Room in Minister's House wCourtyardPool,2018-05-14,1,1,1234,Holiday in Chic Modern Balinese Guesthouse,1,UN1441,PA0017,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25035851,Peaceful Stay at Jogja's Authentic Culture Town,2018-05-13,1,1,4729,744,0,UN0682,PA0016,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
25019918,Get Tan in a Private Woody Cabin at Bingin Village,2018-05-12,1,1,6901,744,2,UN0345,PA0007,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
25017959,Beachfront Guesthouse with Sunrise&Mt Agung View,2018-05-13,3,1,6056,744,0,UN0050,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
24999383,Cozy Bohemian Room with River & Jungle View,2018-05-12,1,1,5435,744,0,UN1573,PA0001,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
24997721,Extravagant Hollywood Room in The Highland,2018-05-11,1,1,5435,744,0,UN1576,PA0010,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
24995598,Spacious Medieval Tudor House with River View,2018-05-11,1,1,5435,744,0,UN1568,PA0010,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
24974967,Dinar Hills - Garden Suite Room by the Beach,2018-05-10,1,1,8612,744,0,UN0266,PA0007,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
24973028,Luxury Family Home in Prestigious Location,2018-05-10,1,1,5757,744,0,UN0332,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
24970948,Lovely Lodge to Enjoy the Canggu Breeze,2018-05-10,1,2,3185,744,3,UN1580,PA0009,E0017,2018-07-05 15:22:56,NULL,NULL,NULL
24970897,Comfy Triangle Cabin with Tropical Ambiance,2018-05-10,1,1,6056,744,1,UN0044,PA0007,E0011,2018-07-05 15:22:56,NULL,NULL,NULL
24970611,Villager's Wooden Cabin by the Rice Field,2018-05-10,1,2,3347,744,0,UN0329,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
24951752,Cozy Up in a Vintage Lodge with Canggu Vibrant,2018-05-10,1,2,3185,744,0,UN1581,PA0001,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24949548,Tropical Beachfront Hut with Sunrise&Mt Agung View,2018-05-09,3,2,6056,744,0,UN0056,PA0007,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24946538,Fairytale Room Overview River and Jungle in Ubud,2018-05-09,1,1,5435,744,0,UN1570,PA0010,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24913714,Colonial-style holiday house at the heart of Jogja,2018-05-08,1,0,,,0,UN1383,PA0007,E0009,2018-07-05 15:22:57,NULL,NULL,NULL
24876644,Enjoy a Mesmerizing Sea View from Private Balcony,2018-05-06,1,1,2261,744,0,UN1540,PA0001,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24876143,A Snug Room with a Breathtaking Sunset Scenery,2018-05-06,1,1,2261,744,0,UN1537,PA0006,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24859853,Tropical&Homey Clifftop Guesthouse with Ocean View,2018-05-06,1,1,6056,744,4,UN0366,PA0006,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24859740,Tropical Clifftop Guesthouse with Ocean View,2018-05-05,1,1,6056,744,4,UN0375,PA0006,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24856440,Dashing Bridge Villa Close to Dreamy Beach,2018-05-05,3,1,8612,744,0,UN1261,PA0001,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24838030,Cabin with Astonishing Sea View in Bingin Beach,2018-05-05,1,1,2261,744,0,UN1536,PA0006,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24835754,Honeymoon Room with Private Pool Overview River,2018-05-04,1,1,5435,744,0,UN1571,PA0010,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24810003,A Simple Room with Stunning Sea View in Bingin,2018-05-03,1,2,2261,744,0,UN1536,PA0007,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24783171,Stay with Art Painter Maestro at his Home Gallery,2018-04-30,1,1,1234,744,1,UN1562,PA0017,E0003,2018-07-05 15:22:57,NULL,NULL,NULL
24761294,"Chic, Bright, and Colorful Family Holiday Home",2018-05-18,1,0,3029,744,0,UN1561,PA0017,E0003,2018-07-05 15:22:56,NULL,NULL,NULL
24759911,Tropical Villa with Vegetable Green Garden,2018-05-03,1,1,9770,744,0,UN1196,PA0017,E0003,2018-07-05 15:22:57,NULL,NULL,NULL
24740941,Tranquil Comfy Room Close to Canggu Beaches,2018-04-30,1,2,6056,744,0,UN1349,PA0008,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24721612,Beachfront Cabin with Stunning Sunset View #2,2018-04-30,1,2,2261,744,0,UN1539,PA0007,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24684102,Modern Spacious Holiday House for GroupFamily,2018-04-27,1,0,2730,744,0,UN0235,PA0007,E0009,2018-07-05 15:22:57,NULL,NULL,NULL
24679834,Holiday Tropical Villa in Bali's Cultural Heart,2018-04-27,1,1,5566,744,0,UN0345,PA0009,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24639378,Cozy Base for Your Family's Fun Holiday in Canggu,2018-04-25,1,2,8573,744,0,UN0396,PA0009,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24633653,Contemporary Villa with Cozy Private Pool,2018-04-25,1,1,6056,744,2,UN1555,PA0007,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24611163,Tropical and Cozy Room in Surfer Village #6,2018-04-24,1,1,6056,744,2,UN1482,PA0009,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24610017,Spacious Family Suite with Breathtaking Sea View,2018-04-24,1,1,9219,744,0,UN1545,PA0011,E0003,2018-07-05 15:22:57,NULL,NULL,NULL
24607770,"Magnificent View, Great Location, Insightful Host",2018-04-25,1,1,9219,744,0,UN1549,PA0011,E0003,2018-07-05 15:22:57,NULL,NULL,NULL
24582981,A Simple Room with Stunning Sea View in Bingin,2018-04-23,1,1,2261,744,0,UN1535,PA0001,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24572193,Sunny Bali Cabins in the Village of Canggu #2BR,2018-04-22,1,1,6683,744,0,UN0230,PA0009,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24563595,Shady Room with a Touch of Balinese Design #D6,2018-04-22,1,1,8573,744,0,UN0395,PA0009,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24561700,A Fine Room with Wondrous Rice Field View #G,2018-04-22,1,2,4817,744,0,UN1475,PA0011,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24527740,Beachfront Cabin with Stunning Sunset View,2018-04-20,1,1,2261,744,0,UN1539,PA0001,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24499521,Tranquil Guesthouse in Ubud Rice Field #9BR,2018-04-19,1,1,1392,744,0,UN1496,PA0001,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24499358,Tranquil and Chill Guesthouse in Ubud Area #M2,2018-04-19,1,1,1392,744,0,UN1493,PA0008,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24481654,"Cozy Holiday House, 10minutes to Keraton",2018-04-18,1,1,2730,744,0,UN0231,PA0015,E0009,2018-07-05 15:22:57,NULL,NULL,NULL
24480668,Tropical Contemporary Room in Ubud Rice Field #2BR,2018-04-18,1,1,1392,744,0,UN1497,PA0009,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24479749,Tropical Contemporary Room in Ubud Rice Field #O2,2018-04-18,1,1,1392,744,0,UN1489,PA0008,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24458967,Homey Room in Cozy Heritage House in Yogyakarta,2018-04-17,1,2,7196,744,0,UN1433,PA0016,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24455345,Modern Room with Stunning Green View of Cemagi,2018-04-17,1,1,4817,744,0,UN1473,PA0011,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24454545,Homey Apartment with Cozy Balcony in Kuta,2018-04-17,1,2,625,744,0,UN1520,PA0009,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24454172,Cushioned Villa at The Heart of Bingin Area #2BR,2018-04-17,1,1,5212,744,0,UN1280,PA0001,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24435577,Tranquil Room with Tropical Ambiance in Ubud,2018-04-16,1,1,9459,744,0,UN1507,PA0009,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24433905,Tranquil Heritage House with Balinese Interior,2018-04-16,1,2,7196,744,0,UN1432,PA0016,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24431696,Spacious Villa with Magnificant Living Room,2018-04-16,1,1,6056,744,4,UN0213,PA0011,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24415448,Majestic Modern House at Mild North Side of Jogja,2018-04-15,1,1,2730,744,0,UN0234,PA0015,E0009,2018-07-05 15:22:57,NULL,NULL,NULL
24414842,Brightly Room Surrounded by Rice Field in Cemagi,2018-04-15,1,1,4817,744,0,UN1472,PA0011,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24401088,Modern Jungle Side Villa by Padang Padang Beach,2018-04-14,1,2,1571,calgradjing@yahoo.com,0,UN1227,PA0010,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24400786,Romantic Tropical Garden Villa in Uluwatu #Ak2,2018-04-14,1,2,8478,744,0,UN1158,PA0010,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24380776,Brightly and Homy Villa in Uluwatu #Ak4,2018-04-13,1,2,8478,744,0,UN1160,PA0001,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24378776,Comfy and Simple Guesthouse in Fisherman Village,2018-04-13,1,2,7958,744,0,UN1450,PA0009,E0017,2018-07-05 15:22:57,NULL,NULL,NULL
24360519,Tropical Tranquil Condo in The Heart of Seminyak,2018-04-12,1,1,625,744,0,UN1522,PA0009,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24341907,Majestic Colonial Palace Style Villa with Pool,2018-04-13,1,0,4182,744,0,UN1466,PA0017,E0003,2018-07-05 15:22:57,NULL,NULL,NULL
24316348,Tranquil Comfy Chamber 5-Min to Canggu Beach #2BR,2018-04-10,1,1,1844,744,0,UN1486,PA0008,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24269565,Tranquil Comfy Chamber 5-Min to Canggu Beach #5,2018-04-08,1,1,1844,744,0,UN1481,PA0008,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24269214,Tropical Sunny Guesthouse with Green Lawn & Pool#7,2018-04-08,1,1,6056,744,4,UN1401,PA0009,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24213016,Warm Tropical Rustic Villa with Private Pool,2018-04-04,3,1,3415,744,0,UN1261,PA0007,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24210521,Spacious Villa with Extravagance Living Room,2018-04-04,1,2,4948,744,0,UN1373,PA0001,E0011,2018-07-05 15:22:57,NULL,NULL,NULL
24194109,"2Rooms @ Calm, Authentic & Spacious Heritage House",2018-04-04,1,0,8661,744,0,UN0820,PA0007,E0009,2018-07-05 15:22:57,NULL,NULL,NULL
