listing_id,listing_onboard_date,listing_url,listing_name,listing_account_owner,listing_account_bv,listing_status,listing_instant_book,listing_remark,unit_id,profile_id,employee_id
,2018-06-27,https://www.airbnb.com/rooms/26369199,Bungalow with a Big Pool and Garden in Bingin,6056,744,1.0,1.0,1.0,UN1637,PA0009,E0017
,2018-06-27,https://www.airbnb.com/rooms/26368257,Getaway in a Lovely Bungalow Next to the Bali Icon,6056,744,1.0,1.0,1.0,UN1641,PA0009,E0017
,2018-06-26,https://www.airbnb.com/rooms/26337531,Fresh New Bungalow at the Gate of Bingin Beach,6056,744,1.0,1.0,1.0,UN1636,PA0009,E0017
,2018-06-26,https://www.airbnb.com/rooms/26336180,Warm and Chic Holiday Villa with Ocean View,6056,744,1.0,1.0,1.0,UN0000,PA0010,E0011
,2018-06-25,https://www.airbnb.com/rooms/26305661,Rustic Room in Villa at Sunset Beach Village,6056,744,1.0,1.0,3.0,UN1262,PA0000,E0011
,2018-06-25,https://www.airbnb.com/rooms/26305327,Chic Beachfront Guesthouse with Mt Agung View,538,744,1.0,2.0,0.0,UN0052,PA0006,E0011
,2018-06-24,https://www.airbnb.com/rooms/26281850,"New, Tropical Villa, Very Close to Bingin Beach",2202,calgradjing@yahoo.com,1.0,2.0,0.0,UN0035,PA0010,E0016
,2018-06-22,https://www.airbnb.com/rooms/26239149,Chic Apartment Walking Distance to Double Six,625,744,1.0,1.0,0.0,UN1520,PA0009,E0011
,2018-06-22,https://www.airbnb.com/rooms/26208793,Mild Rustic Cabin in Walking Distance to the Beach,info@sannyasyogaacademy.com (USD),744,1.0,1.0,0.0,UN0000,PA0009,E0017
,2018-06-20,https://www.airbnb.com/rooms/26172958,Feel Like Home in a Yoga Site Next to Thomas Beach,info@sannyasyogaacademy.com (USD),744,1.0,1.0,0.0,UN0000,PA0009,E0017
,2018-06-20,https://www.airbnb.com/rooms/26169121,Tropical Chic Balinese Cabin Near Uluwatu Temple,6056,744,1.0,2.0,1.0,UN0385,PA0019,E0011
,2018-06-20,https://www.airbnb.com/rooms/26169727,Tropical Chic Balinese Cabin Near Uluwatu Temple#2,6056,744,3.0,2.0,1.0,UN0385,PA0019,E0011
,2018-06-19,https://www.airbnb.com/rooms/26141420,Luxury Private Villa Close to Pandawa Beach,6056,744,1.0,2.0,1.0,UN0000,PA0001,E0011
,2018-06-17,https://www.airbnb.com/rooms/26088308,Tropical Guesthouse with Boho Interior Design,6056,744,1.0,1.0,1.0,UN1633,PA0009,E0011
,2018-06-17,https://www.airbnb.com/rooms/26086745,Chic Beachfront Hut with Sunrise & Mt Agung View,538,744,1.0,2.0,0.0,UN0057,PA0006,E0011
,2018-06-16,https://www.airbnb.com/rooms/26067887,Wake Up in Modern Elegant Room in The Highland,5435,744,1.0,1.0,0.0,UN1577,PA0001,E0011
,2018-06-16,https://www.airbnb.com/rooms/26066230,"Chic Tropical Beachfront Guesthouse, Sunrise View#2",538,744,1.0,2.0,0.0,UN0052,PA0006,E0011
,2018-06-16,https://www.airbnb.com/rooms/26065934,Unwind in Cozy Tropical Villa With Private Pool,6211,744,1.0,2.0,0.0,UN0033,PA0007,E0011
,2018-06-15,https://www.airbnb.com/rooms/26045019,"Chic, Boho Tropical Villa Near to Bingin Beach",2202,calgrading@yahoo.com,1.0,1.0,0.0,UN0036,PA0010,E0011
,2018-06-13,https://www.airbnb.com/rooms/25985571,"Tropical Vibes Beachfront Guesthouse, Sunrise View",538,744,1.0,1.0,0.0,UN0050,PA0006,E0011
,2018-06-13,https://www.airbnb.com/rooms/25952725,Tropical Chic Bohemian Room Overviewing Jungle,5435,744,1.0,1.0,0.0,UN1574,PA0001,E0011
,2018-06-13,https://www.airbnb.com/rooms/25956466,Holiday in Chic Modern Balinese Guesthouse,6056,744,1.0,1.0,1.0,UN0000,PA0000,E0011
,2018-06-12,https://www.airbnb.com/rooms/25956594,Artist's Residence in the Backyard of Art Gallery,1234,744,1.0,2.0,1.0,UN1604,PA0017,E0003
,2018-06-12,https://www.airbnb.com/rooms/25955999,Discover Canggu from Modern Balinese Guesthouse,6056,744,1.0,1.0,1.0,UN0000,PA0009,E0011
,2018-06-12,https://www.airbnb.com/rooms/25952557,Kids Friendly and Big Capacity Vacation Home,1234,744,1.0,2.0,2.0,UN1599,PA0017,E0003
,2018-06-12,https://www.airbnb.com/rooms/25951932,Authentic Balinese Cabin Next to Uluwatu Temple,2161,744,1.0,1.0,0.0,UN0385,PA0012,E0011
,2018-06-12,https://www.airbnb.com/rooms/25951615,Breathtaking OceanView in Apartment-style Room,4575,744,1.0,1.0,0.0,UN1631,PA0008,E0011
,2018-06-11,https://www.airbnb.com/rooms/25950297,"Modern, Serene, Apartment-style Room w Pool View",6056,744,1.0,1.0,3.0,UN1629,PA0009,E0011
,2018-06-10,https://www.airbnb.com/rooms/25895450,Instagrammable BoHo Chic Hippie House,1234,744,1.0,1.0,2.0,UN1628,PA0017,E0003
,2018-06-10,https://www.airbnb.com/rooms/25894515,Neat and Nice Yoga House Next to a Secluded Beach,info@sannyasyogaacademy.com (USD),744,1.0,2.0,0.0,UN0000,PA0009,E0017
,2018-06-09,https://www.airbnb.com/rooms/25875811,Unwind in Elegant Luxury Villa with Tropical Vibes,6056,744,1.0,1.0,1.0,UN0000,PA0010,E0011
,2018-06-09,https://www.airbnb.com/rooms/25872583,Fascinating Yoga House with a Scenic Rooftop Spot,info@sannyasyogaacademy.com (USD),744,1.0,1.0,0.0,UN0000,PA0009,E0017
,2018-06-08,https://www.airbnb.com/rooms/25847119 ,Tropical Vibes Modern Balinese Guesthouse #4BR,6056,744,1.0,2.0,1.0,UN1608,PA0001,E0011
,2018-06-07,https://www.airbnb.com/rooms/25819102,Artistic Holiday Lofts at Breezy Hillside of Jogja,1234,744,1.0,0.0,1.0,UN1459,PA0007,E0009
,2018-06-07,https://www.airbnb.com/rooms/25816347,Family Home With Private Swimming Pool,1234,744,1.0,0.0,2.0,UN1598,PA0017,E0003
,2018-06-07,https://www.airbnb.com/rooms/25814212,Spacious and Cozy House close to Ambarukmo Plaza,2730,744,1.0,2.0,0.0,UN0037,PA0017,E0011
,2018-06-06,https://www.airbnb.com/rooms/25793062,Tropical Clifftop Guest House for Holiday,6056,744,1.0,1.0,4.0,UN0376,PA0006,E0011
,2018-06-06,https://www.airbnb.com/rooms/25791580,Modern Balinese Bungalow in Canggu Rice Field,4711,744,1.0,1.0,0.0,UN0790,PA0009,E0011
,2018-06-06,https://www.airbnb.com/rooms/25788521,Stay at Scenic Cottage with Wide Rice Fields View,5788,744,1.0,2.0,0.0,UN0797,PA0001,E0017
,2018-06-06,https://www.airbnb.com/rooms/25787512,Contemporary Inspired Decor in Extravagant Villa ,6056,744,1.0,1.0,1.0,UN0034,PA0008,E0011
,2018-06-06,https://www.airbnb.com/rooms/25595836,Live in Elegant Villa with a View of Pandawa Beach,6056,744,1.0,1.0,1.0,UN0000,PA0001,E0017
,2018-06-03,https://www.airbnb.com/rooms/25646767,Tropical Beachfront Hut with Sunrise&Mt Agung View,538,744,1.0,1.0,0.0,UN0056,PA0006,E0011
,2018-06-03,https://www.airbnb.com/rooms/25644247,Seaside Garden Chamber Close to Dreamland Beach#17,1736,744,1.0,2.0,0.0,UN0947,PA0007,E0011
,2018-06-03,https://www.airbnb.com/rooms/25642322,Lighthouse Lodge on Uluwatu's chalky beaches #T7,4211,744,1.0,1.0,0.0,UN0000,PA0008,E0011
,2018-06-02,https://www.airbnb.com/rooms/25592115,Family and Group Home 5 Minutes to Airport,2730,744,1.0,2.0,0.0,UN0038,PA0017,E0003
,2018-06-02,https://www.airbnb.com/rooms/25589990,Romantic Stone Cabin at Jogja's Southern Peak,,,1.0,2.0,1.0,UN0786,PA0017,E0003
,2018-05-31,https://www.airbnb.com/rooms/25521794,Lovely Barn in a Peaceful Village of Uluwatu,1413,744,1.0,1.0,0.0,UN1137,PA0009,E0017
,2018-05-30,https://www.airbnb.com/rooms/25491577,Tropical Villa w Private Pool Next to Bali Icon,6211,744,1.0,2.0,0.0,UN0033,PA0007,E0011
,2018-05-30,https://www.airbnb.com/rooms/25490239,Lighthouse Lodge on Uluwatu's chalky beaches #T1,4211,744,1.0,1.0,0.0,UN0000,PA0008,E0011
,2018-05-30,https://www.airbnb.com/rooms/25489170,Music Producer's Retirement House in Keraton,1234,744,1.0,2.0,1.0,UN0703,PA0017,E0011
,2018-05-30,https://www.airbnb.com/rooms/25489537,Cozy Room in Tropical Guesthouse Near to The Beach,1736,744,1.0,2.0,0.0,UN0949,PA0007,E0011
,2018-05-29,https://www.airbnb.com/rooms/25460089,Spacious Authentic Family Home for Big Groups,1234,744,1.0,0.0,1.0,UN1596,PA0017,E0003
,2018-05-28,https://www.airbnb.com/rooms/25381571,Tranquil Room with Tropical Vibes near Raya Canggu,6056,744,1.0,1.0,1.0,UN1597,PA0009,E0011
,2018-05-27,https://www.airbnb.com/rooms/25408036,Mesmerizing Beach Pool Villa for Couple & Friends,6056,744,1.0,1.0,3.0,UN1263,PA0000,E0003
,2018-05-27,https://www.airbnb.com/rooms/25406053,Spacious Joglo House for Big Group and Family,1234,744,1.0,2.0,2.0,UN1595,PA0016,E0003
,2018-05-26,https://www.airbnb.com/rooms/17613722,Farmer's Hidden Cabin with Rice Paddy View #TP,4151,744,1.0,1.0,0.0,UN0000,PA0008,E0011
,2018-05-26,https://www.airbnb.com/rooms/25385242,Seaside Beach Cottages with Zen Inspired Design#20,1736,744,1.0,1.0,0.0,UN0950,PA0007,E0011
,2018-05-26,https://www.airbnb.com/rooms/25380495,Tranquil Room in Javanese Heritage Decor Home,2027,744,1.0,1.0,0.0,UN1405,PA0016,E0011
,2018-05-25,https://www.airbnb.com/rooms/25358023,Food Garden Enthusiast's Room with Pool,9770,744,1.0,1.0,0.0,UN1198,PA0017,E0003
,2018-05-25,https://www.airbnb.com/rooms/25353935,Clean and Cozy Room Located Near from the Beach #8,3305,744,1.0,1.0,0.0,UN0711,PA0009,E0011
,2018-05-25,https://www.airbnb.com/rooms/25353939,Comfy Tranquil Room with Rice Field View #15,3305,744,1.0,1.0,0.0,UN0717,PA0008,E0011
,2018-05-24,https://www.airbnb.com/rooms/25326756,Magnificent Seaview from Your Bedroom Window,9219,744,1.0,1.0,0.0,UN1547,PA0000,E0003
,2018-05-24,https://www.airbnb.com/rooms/25325468,Tranquil and Homey House 10 Minutes to Keraton,1234,744,1.0,2.0,2.0,UN1589,PA0017,E0011
,2018-05-23,https://www.airbnb.com/rooms/25300483,Romantic Cabin in a Tranquil Riverside Cottages,1234,744,1.0,2.0,2.0,UN0802,PA0017,E0003
,2018-05-22,https://www.airbnb.com/rooms/25273864,"Vintage Wood Cabin, Walking Distance to the Beach",6056,744,1.0,1.0,2.0,UN0000,PA0000,E0017
,2018-05-22,https://www.airbnb.com/rooms/18829665,Farmer's Hidden Wooden Cabin with Rice Paddy View,4151,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2018-05-22,https://www.airbnb.com/rooms/25266790,Majestic Modern Colonial Designed Villa in Kraton,5011,744,1.0,1.0,0.0,UN1424,PA0017,E0003
,2018-05-21,https://www.airbnb.com/rooms/25057156,Garden Pool Villa 7 mins to Grand Temple Uluwatu,6056,744,1.0,2.0,0.0,UN0000,PA0009,E0017
,2018-05-21,https://www.airbnb.com/rooms/25215454,Minister's Pool Villa at Keraton Residence Area#4,1234,744,1.0,0.0,3.0,UN1442,PA0007,E0011
,2018-05-20,https://www.airbnb.com/rooms/25212852,Cozy Room in Modern Javanese Heritage Decor Home,2027,744,1.0,1.0,0.0,UN1404,PA0016,E0011
,2018-05-19,https://www.airbnb.com/rooms/25202245,Eco-Lux Wooden Cabin by Uluwatu Beachtown,6056,744,1.0,1.0,3.0,UN1335,PA0001,E0009
,2018-05-19,https://www.airbnb.com/rooms/25193074,Surfer's Cabin in a Walk Distance to Bingin Beach,1826,744,1.0,1.0,0.0,UN1590,PA0008,E0017
,2018-05-18,https://www.airbnb.com/rooms/24761294,"Chic, Bright, and Colorful Family Holiday Home",3029,744,1.0,0.0,0.0,UN1561,PA0017,E0003
,2018-05-18,https://www.airbnb.com/rooms/25175114,Minister's Pool Villa at Keraton Residence Area,1234,744,1.0,0.0,3.0,UN0000,PA0007,E0003
,2018-05-18,https://www.airbnb.com/rooms/20505248,Seaside Bali Beach Huts w Tropical Charm,8612,744,1.0,1.0,0.0,UN0463,PA0000,E0000
,2018-05-17,https://www.airbnb.com/rooms/25142219,Tranquil Rustic Shack w Brick Design in Highland,1104,744,1.0,1.0,0.0,UN1457,PA0017,E0011
,2018-05-17,https://www.airbnb.com/rooms/25143239,Stylish & Cozy Industrial Villa in South Kuta #RM,2254,744,1.0,1.0,0.0,UN1354,PA0010,E0011
,2018-05-17,https://www.airbnb.com/rooms/25141331,Tranquil & Tidy Room in Modern Javanese Decor Home,2027,744,1.0,1.0,0.0,UN1408,PA0016,E0011
,2018-05-17,https://www.airbnb.com/rooms/25140354,Tropical and Tranquil Guesthouse in Nusa Penida,6056,744,1.0,1.0,1.0,UN0000,PA0007,E0011
,2018-05-16,https://www.airbnb.com/rooms/25086299,Cozy Joglo with Pool in Surfer Village,3185,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2018-05-15,https://www.airbnb.com/rooms/25085671,Tranquil Tropical Joglo Cabin in Batu Bolong,3185,744,1.0,1.0,0.0,UN1584,PA0001,E0011
,2018-05-14,https://www.airbnb.com/rooms/25040736,Heritage Room in Minister's House wCourtyardPool,1234,Holiday in Chic Modern Balinese Guesthouse,1.0,1.0,1.0,UN0000,PA0017,E0011
,2018-05-14,https://www.airbnb.com/rooms/25061864,Feel the Ocean Breeze from a Huge Private Balcony,6056,744,1.0,1.0,3.0,UN1540,PA0009,E0017
,2018-05-13,https://www.airbnb.com/rooms/25017959,Beachfront Guesthouse with Sunrise&Mt Agung View,6056,744,3.0,1.0,0.0,UN0050,PA0007,E0011
,2018-05-13,https://www.airbnb.com/rooms/25035851,Peaceful Stay at Jogja's Authentic Culture Town,4729,744,1.0,1.0,0.0,UN0682,PA0016,E0011
,2018-05-12,https://www.airbnb.com/rooms/25019918,Get Tan in a Private Woody Cabin at Bingin Village,6901,744,1.0,1.0,2.0,UN0000,PA0007,E0017
,2018-05-12,https://www.airbnb.com/rooms/24999383,Cozy Bohemian Room with River & Jungle View,5435,744,1.0,1.0,0.0,UN1573,PA0001,E0011
,2018-05-11,https://www.airbnb.com/rooms/24997721,Extravagant Hollywood Room in The Highland,5435,744,1.0,1.0,0.0,UN1576,PA0010,E0011
,2018-05-11,https://www.airbnb.com/rooms/24995598,Spacious Medieval Tudor House with River View,5435,744,1.0,1.0,0.0,UN1568,PA0010,E0011
,2018-05-10,https://www.airbnb.com/rooms/24974967,Dinar Hills - Garden Suite Room by the Beach,8612,744,1.0,1.0,0.0,UN0000,PA0007,E0003
,2018-05-10,https://www.airbnb.com/rooms/24973028,Luxury Family Home in Prestigious Location,5757,744,1.0,1.0,0.0,UN0332,PA0017,E0003
,2018-05-10,https://www.airbnb.com/rooms/24970897,Comfy Triangle Cabin with Tropical Ambiance,6056,744,1.0,1.0,1.0,UN0000,PA0007,E0011
,2018-05-10,https://www.airbnb.com/rooms/24970948,Lovely Lodge to Enjoy the Canggu Breeze,3185,744,1.0,2.0,3.0,UN0000,PA0009,E0017
,2018-05-10,https://www.airbnb.com/rooms/24970611,Villager's Wooden Cabin by the Rice Field,3347,744,1.0,2.0,0.0,UN0000,PA0017,E0003
,2018-05-10,https://www.airbnb.com/rooms/24951752,Cozy Up in a Vintage Lodge with Canggu Vibrant,3185,744,1.0,2.0,0.0,UN0000,PA0001,E0017
,2018-05-09,https://www.airbnb.com/rooms/24949548,Tropical Beachfront Hut with Sunrise&Mt Agung View,6056,744,3.0,2.0,0.0,UN0056,PA0007,E0011
,2018-05-09,https://www.airbnb.com/rooms/24946538,Fairytale Room Overview River and Jungle in Ubud,5435,744,1.0,1.0,0.0,UN1570,PA0010,E0011
,2018-05-08,https://www.airbnb.com/rooms/24913714,Colonial-style holiday house at the heart of Jogja,,,1.0,0.0,0.0,UN1383,PA0007,E0009
,2018-05-06,https://www.airbnb.com/rooms/24876644,Enjoy a Mesmerizing Sea View from Private Balcony,2261,744,1.0,1.0,0.0,UN1540,PA0001,E0017
,2018-05-06,https://www.airbnb.com/rooms/24876143,A Snug Room with a Breathtaking Sunset Scenery,2261,744,1.0,1.0,0.0,UN1537,PA0006,E0017
,2018-05-06,https://www.airbnb.com/rooms/24859853,Tropical&Homey Clifftop Guesthouse with Ocean View,6056,744,1.0,1.0,4.0,UN0366,PA0006,E0011
,2018-05-05,https://www.airbnb.com/rooms/24859740,Tropical Clifftop Guesthouse with Ocean View,6056,744,1.0,1.0,4.0,UN0375,PA0006,E0011
,2018-05-05,https://www.airbnb.com/rooms/24838030,Cabin with Astonishing Sea View in Bingin Beach,2261,744,1.0,1.0,0.0,UN1536,PA0006,E0017
,2018-05-05,https://www.airbnb.com/rooms/24856440,Dashing Bridge Villa Close to Dreamy Beach,8612,744,3.0,1.0,0.0,UN1261,PA0001,E0017
,2018-05-04,https://www.airbnb.com/rooms/24835754,Honeymoon Room with Private Pool Overview River,5435,744,1.0,1.0,0.0,UN1571,PA0010,E0011
,2018-05-03,https://www.airbnb.com/rooms/24810003,A Simple Room with Stunning Sea View in Bingin,2261,744,1.0,2.0,0.0,UN1536,PA0007,E0017
,2018-05-03,https://www.airbnb.com/rooms/24759911,Tropical Villa with Vegetable Green Garden,9770,744,1.0,1.0,0.0,UN1196,PA0017,E0003
,2018-04-30,https://www.airbnb.com/rooms/24783171,Stay with Art Painter Maestro at his Home Gallery,1234,744,1.0,1.0,1.0,UN1562,PA0017,E0003
,2018-04-30,https://www.airbnb.com/rooms/24740941,Tranquil Comfy Room Close to Canggu Beaches,6056,744,1.0,2.0,0.0,UN1349,PA0008,E0017
,2018-04-30,https://www.airbnb.com/rooms/24721612,Beachfront Cabin with Stunning Sunset View #2,2261,744,1.0,2.0,0.0,UN1539,PA0007,E0017
,2018-04-27,https://www.airbnb.com/rooms/24684102,Modern Spacious Holiday House for GroupFamily,2730,744,1.0,0.0,0.0,UN0235,PA0007,E0009
,2018-04-27,https://www.airbnb.com/rooms/24679834,Holiday Tropical Villa in Bali's Cultural Heart,5566,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2018-04-24,https://www.airbnb.com/rooms/24610017,Spacious Family Suite with Breathtaking Sea View,9219,744,1.0,1.0,0.0,UN1545,PA0000,E0003
,2018-04-25,https://www.airbnb.com/rooms/24639378,Cozy Base for Your Family's Fun Holiday in Canggu,8573,744,1.0,2.0,0.0,UN0000,PA0009,E0017
,2018-04-25,https://www.airbnb.com/rooms/24633653,Contemporary Villa with Cozy Private Pool,6056,744,1.0,1.0,2.0,UN1555,PA0007,E0011
,2018-04-25,https://www.airbnb.com/rooms/24607770,"Magnificent View, Great Location, Insightful Host",9219,744,1.0,1.0,0.0,UN1549,PA0000,E0003
,2018-04-24,https://www.airbnb.com/rooms/24611163,Tropical and Cozy Room in Surfer Village #6,6056,744,1.0,1.0,2.0,UN1482,PA0009,E0011
,2018-04-23,https://www.airbnb.com/rooms/24582981,A Simple Room with Stunning Sea View in Bingin,2261,744,1.0,1.0,0.0,UN1535,PA0001,E0017
,2018-04-22,https://www.airbnb.com/rooms/24572193,Sunny Bali Cabins in the Village of Canggu #2BR,6683,744,1.0,1.0,0.0,UN0230,PA0009,E0011
,2018-04-22,https://www.airbnb.com/rooms/24563595,Shady Room with a Touch of Balinese Design #D6,8573,744,1.0,1.0,0.0,UN0395,PA0009,E0017
,2018-04-22,https://www.airbnb.com/rooms/24561700,A Fine Room with Wondrous Rice Field View #G,4817,744,1.0,2.0,0.0,UN0000,PA0000,E0017
,2018-04-20,https://www.airbnb.com/rooms/24527740,Beachfront Cabin with Stunning Sunset View,2261,744,1.0,1.0,0.0,UN1539,PA0001,E0017
,2018-04-19,https://www.airbnb.com/rooms/24499521,Tranquil Guesthouse in Ubud Rice Field #9BR,1392,744,1.0,1.0,0.0,UN1496,PA0001,E0011
,2018-04-19,https://www.airbnb.com/rooms/24499358,Tranquil and Chill Guesthouse in Ubud Area #M2,1392,744,1.0,1.0,0.0,UN1493,PA0008,E0011
,2018-04-18,https://www.airbnb.com/rooms/24481654,"Cozy Holiday House, 10minutes to Keraton",2730,744,1.0,1.0,0.0,UN0231,PA0000,E0009
,2018-04-18,https://www.airbnb.com/rooms/24480668,Tropical Contemporary Room in Ubud Rice Field #2BR,1392,744,1.0,1.0,0.0,UN1497,PA0009,E0011
,2018-04-18,https://www.airbnb.com/rooms/23512747,Stylish & Chic Industrial Villa in South Kuta #ST,2254,744,1.0,1.0,0.0,UN1355,PA0010,E0011
,2018-04-18,https://www.airbnb.com/rooms/24479749,Tropical Contemporary Room in Ubud Rice Field #O2,1392,744,1.0,1.0,0.0,UN1489,PA0008,E0011
,2018-04-17,https://www.airbnb.com/rooms/24458967,Homey Room in Cozy Heritage House in Yogyakarta,7196,744,1.0,2.0,0.0,UN0000,PA0016,E0011
,2018-04-17,https://www.airbnb.com/rooms/24455345,Modern Room with Stunning Green View of Cemagi,4817,744,1.0,1.0,0.0,UN0000,PA0000,E0017
,2018-04-17,https://www.airbnb.com/rooms/24454545,Homey Apartment with Cozy Balcony in Kuta,625,744,1.0,2.0,0.0,UN1520,PA0009,E0011
,2018-04-17,https://www.airbnb.com/rooms/24454172,Cushioned Villa at The Heart of Bingin Area #2BR,5212,744,1.0,1.0,0.0,UN1280,PA0001,E0017
,2018-04-16,https://www.airbnb.com/rooms/24435577,Tranquil Room with Tropical Ambiance in Ubud ,9459,744,1.0,1.0,0.0,UN1507,PA0009,E0011
,2018-04-16,https://www.airbnb.com/rooms/24433905,Tranquil Heritage House with Balinese Interior,7196,744,1.0,2.0,0.0,UN0000,PA0016,E0011
,2018-04-16,https://www.airbnb.com/rooms/24431696,Spacious Villa with Magnificant Living Room,6056,744,1.0,1.0,4.0,UN0000,PA0000,E0011
,2018-04-15,https://www.airbnb.com/rooms/24415448,Majestic Modern House at Mild North Side of Jogja,2730,744,1.0,1.0,0.0,UN0234,PA0000,E0009
,2018-04-15,https://www.airbnb.com/rooms/24414842,Brightly Room Surrounded by Rice Field in Cemagi,4817,744,1.0,1.0,0.0,UN0000,PA0011,E0017
,2018-04-14,https://www.airbnb.com/rooms/24401088,Modern Jungle Side Villa by Padang Padang Beach,1571,calgradjing@yahoo.com,1.0,2.0,0.0,UN1227,PA0010,E0017
,2018-04-14,https://www.airbnb.com/rooms/24400786,Romantic Tropical Garden Villa in Uluwatu #Ak2,8478,744,1.0,2.0,0.0,UN1158,PA0010,E0017
,2018-04-13,https://www.airbnb.com/rooms/24341907,Majestic Colonial Palace Style Villa with Pool,4182,744,1.0,0.0,0.0,UN1466,PA0017,E0003
,2018-04-13,https://www.airbnb.com/rooms/24380776,Brightly and Homy Villa in Uluwatu #Ak4,8478,744,1.0,2.0,0.0,UN1160,PA0001,E0017
,2018-04-13,https://www.airbnb.com/rooms/24378776,Comfy and Simple Guesthouse in Fisherman Village,7958,744,1.0,2.0,0.0,UN1450,PA0009,E0017
,2018-04-12,https://www.airbnb.com/rooms/24360519,Tropical Tranquil Condo in The Heart of Seminyak,625,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2018-04-10,https://www.airbnb.com/rooms/24316348,Tranquil Comfy Chamber 5-Min to Canggu Beach #2BR,1844,744,1.0,1.0,0.0,UN1486,PA0008,E0011
,2018-04-08,https://www.airbnb.com/rooms/24269565,Tranquil Comfy Chamber 5-Min to Canggu Beach #5,1844,744,1.0,1.0,0.0,UN1481,PA0008,E0011
,2018-04-08,https://www.airbnb.com/rooms/24269214,Tropical Sunny Guesthouse with Green Lawn & Pool#7,6056,744,1.0,1.0,4.0,UN0000,PA0009,E0011
,2018-04-04,https://www.airbnb.com/rooms/24213016,Warm Tropical Rustic Villa with Private Pool,3415,744,3.0,1.0,0.0,UN1261,PA0007,E0011
,2018-04-04,https://www.airbnb.com/rooms/24210521,Spacious Villa with Extravagance Living Room,4948,744,1.0,2.0,0.0,UN1373,PA0001,E0011
,2018-04-04,https://www.airbnb.com/rooms/24194109,"2Rooms @ Calm, Authentic & Spacious Heritage House",8661,744,1.0,0.0,0.0,UN0820,PA0007,E0009
,2018-04-04,https://www.airbnb.com/rooms/24188174,Tropical Bali Home with Spacious Lawn and Pool,6056,744,1.0,1.0,4.0,UN1400,PA0008,E0003
,2018-04-04,https://www.airbnb.com/rooms/23791137,Riverside Oriental Villa with Modern Architecture,Egbert.wits79@gmail.com,744,1.0,1.0,0.0,UN1416,PA0016,E0011
,2018-04-03,https://www.airbnb.com/rooms/24187398,Tropical Contemporary Guesthouse with Pool,6056,744,1.0,1.0,4.0,UN1397,PA0009,E0011
,2018-04-03,https://www.airbnb.com/rooms/24165081,Warm and Comfy Heritage Guesthouse for Holiday,4780,744,1.0,0.0,0.0,UN1426,PA0017,E0011
